caseid
235462
235130
234742
234698
234676
234706
234442
234344
234192
234046
234894
233746
234068
233290
233144
233028
232994
232938
232926
232872
233452
232720
233198
232590
232414
234838
232404
232138
232028
232620
231674
231948
233278
231264
230986
230982
230446
230296
230144
232282
230058
229896
230544
229778
229720
229722
230154
229476
229270
229118
229098
228948
228846
228430
228144
227944
227850
227580
227418
227140
227084
226968
227360
226812
227096
226546
226530
228642
226380
226322
226328
226292
226254
229362
226104
226662
225980
225876
225718
225528
225522
225508
225416
225626
225380
226052
225176
225042
225022
225090
225080
224816
224470
226106
224476
224078
223480
223426
226836
224090
225372
223410
222978
222936
223002
223046
222814
223982
222950
227192
222592
223114
225328
222294
221950
221834
223772
221542
222078
221036
221034
221058
220788
223828
221094
220592
219844
219364
221276
219292
219990
219304
219238
219068
219656
219532
218640
219674
218106
217856
217726
217568
217520
217562
217576
217322
217062
218962
218406
216742
216396
216812
217602
216278
215318
216200
215694
215234
215182
215074
216288
214576
215480
214980
214040
213868
213754
213876
213848
213676
213592
213486
213856
213236
213216
213082
213080
213168
212756
217128
212644
214474
212266
212676
212104
214124
211606
211248
211196
210920
211148
211058
210698
210734
209596
209306
211388
208808
208772
208770
208306
207974
209540
207450
208074
207298
207284
208450
207216
207486
208740
207226
207558
206398
206404
206140
206032
206534
210976
206458
205510
205514
206024
205182
205010
205224
204830
204664
204348
206206
204552
203910
203888
203678
202916
202822
202684
203058
202482
203016
202804
202380
203342
201914
201850
201670
201498
201462
201208
201090
200514
200330
200308
200650
200256
200608
200066
199586
200056
199532
199440
199432
199356
199208
199210
199162
199996
198598
198534
198530
198162
197890
197750
197604
197350
197298
197292
197090
196686
196182
196060
196018
198246
196136
195650
196240
195400
195398
195612
195420
197996
194866
194856
194966
194294
194664
201678
194048
193990
195202
194656
194012
194694
198240
192898
192328
192138
193518
191392
191236
191606
191106
191014
191302
191548
190316
190598
189532
189882
189110
188828
188720
188488
190824
188300
188292
188296
189430
187890
188456
187518
188222
187120
187186
187308
186960
186922
186936
186592
186982
186234
186190
185978
185838
185794
185852
185422
185534
186336
184952
184918
184718
183930
184248
184714
183648
183598
183472
184072
183028
183892
182658
182894
182484
182610
183266
182766
180564
181626
180312
180618
179980
179822
179686
179340
179266
178900
179876
180366
178408
177964
177854
177830
177582
177520
178772
177104
176852
176688
176904
181300
176244
175522
176174
175732
175206
175058
174902
174620
174876
173894
173686
173398
173378
174728
174234
173204
173496
172222
172236
172234
172000
172808
172142
171502
172180
171104
170568
173388
170234
172188
170216
170270
169762
169714
169804
170128
169472
168872
168814
169434
168404
168014
167984
167948
167640
167446
167582
167138
166986
166944
167014
166890
166620
166604
166590
166332
166002
165874
165804
166422
166582
164972
165332
164672
164692
164390
164004
164102
164840
163486
163476
163502
163436
163024
162822
162710
164066
162898
163058
162232
163358
161908
161694
161312
161042
162558
160606
161254
160218
159790
159590
159632
158886
158762
158708
158642
158672
158390
158078
157570
157574
157452
157448
157410
159946
156638
156476
156434
156326
156272
156206
155704
155690
157462
156238
155610
156282
154984
155026
154584
154582
154288
154224
153654
154214
152984
154082
153558
152316
153032
152656
151986
152784
154044
151538
152710
151360
151072
151048
150838
150508
150344
149882
152948
149390
149336
149894
148510
150122
147912
148012
147396
147108
150260
146796
147392
147194
146426
145984
146030
145922
145522
148196
145188
145210
145592
144614
145072
144348
144210
143772
143782
144556
143650
143592
144594
143388
143102
144192
142958
143018
142918
142822
142892
142068
142042
141918
142844
144266
141398
141248
141448
142460
140962
140342
140304
140586
141188
139648
139872
139484
142336
139232
139036
138968
140876
139814
138612
139032
138274
138216
138180
138120
138072
138034
137866
137812
137842
137436
138082
137148
137640
136770
136352
135776
135420
136020
135248
135008
134608
134980
134376
134140
134132
134104
133882
133204
135944
133036
133094
132394
134788
130830
133600
130616
130794
130508
130276
130254
129810
129558
129482
129806
129320
129234
129170
129156
128930
128562
128346
128586
128192
128380
127294
127090
126768
126792
127202
126508
126440
125920
125918
125588
124838
124730
125048
124604
124224
124136
124058
124098
124064
124142
123096
122914
122728
122492
122444
122842
121880
121420
120928
121256
120526
120436
120356
120270
119078
117834
117972
117238
116844
116360
115780
116010
115212
114822
114726
114326
113892
113884
113230
112192
110852
110766
109904
109848
109362
109152
109014
108686
108534
107846
107736
107338
107128
111358
106996
106754
107416
106882
106644
106274
106236
106178
105920
105690
105536
105376
105360
105108
104880
104348
104126
104054
104108
103798
103916
103368
103340
103572
102924
102830
102554
102406
101616
101320
101188
102394
101058
102368
100992
100706
101344
100260
100238
100472
99998
99934
99872
100162
99914
99678
99488
99276
99020
98656
98718
98494
97900
97578
97550
97322
96994
96980
96868
96560
96278
95696
96222
94222
93698
93430
93370
93164
92640
92416
92294
92128
92056
93056
91454
91380
91240
91222
91064
90770
90254
90048
89440
89364
89232
89708
89024
89016
88998
87516
87292
87206
86644
87354
85712
85644
85308
85366
85170
85580
84910
84660
84164
84204
83916
84034
83210
83176
82562
82426
82860
82366
81858
81806
81516
81480
81358
80230
79876
79838
79688
79494
79310
80994
78840
78758
78716
79418
78614
78384
78366
78878
78222
78138
77992
77528
77410
77222
76926
76908
76872
76590
75648
75442
75180
74888
74884
74498
74348
74268
74128
74130
74050
73570
73344
73186
72886
72466
72124
72042
71920
71618
70878
70272
70194
70424
68506
68498
68568
68262
68400
67994
68010
67944
68354
67800
67764
67420
66988
67038
66844
66808
66370
67270
67882
66012
65628
65868
65132
65098
64890
64854
64672
64810
64328
64590
63838
63364
63114
63122
62868
62728
62672
62436
62176
62524
61936
61868
61844
61438
61380
61884
61370
61780
61238
61228
61132
61254
60820
60632
60622
60506
61150
60896
60310
62770
59830
59690
59546
59416
59398
59324
59150
59224
58996
58958
58806
58668
58648
58968
58308
58238
58206
58060
57958
57794
57774
57564
57554
57494
57368
57146
